,City,Reporting Period,Total emissions (metric tonnes CO2e),GHG/Capita, Population ,Year Reported,Methodology/Protocol,CityName,Country,Region,City Location
254,City of Philadelphia,2012,19212870.0, 12.314 ,1560297.0,2016,"In general the ICLEI protocol was followed, however in some cases data was not available in the same fashion or format as described in the protocol. Electricity, natural gas and steam usage was provided by the local utilities. Data related to onsite combustion of fuels was derived using the American Communities Surveys and allocated to Philadelphia based on population. Emissions from transportation was derived using the local regional planning commission's transportation model and EPA MOVES. EPA's non road emissions model was used for off road vehicles Industrial emissions were estimated by looking at EPAs GHG reporting project data and comparing it to previously known information from utilities. Waste data was modeled using MSW and private collection data along with local landfill and incinerator emissions based on total waste. This was counted as a scope 3 emissions because none of these facilities are within the City of Philadelphia",Philadelphia,USA,North America,"(39.952335, -75.163789)"
183,City of Indianapolis,2016,18687167.0, 21.414 ,872680.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Indianapolis,USA,North America,"(39.767625, -86.178469)"
99,City of Calgary,2018,18438546.0, 14.549 ,1267344.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Calgary,Canada,North America,"(51.048615, -114.070846)"
98,City of Calgary,2017,18378045.0, 14.747 ,1246231.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Calgary,Canada,North America,"(51.048615, -114.070846)"
319,City of Toronto,2013,18320966.0, 6.655 ,2753100.0,2016,"Currently, Toronto’s emissions calculations focus on our major emissions sources – energy (heating and cooling), transportation (mobile sources), and waste. a. Energy Heating and Cooling: The City of Toronto’s emissions factors for electricity and natural gas are updated annually and based on the National Inventory Reports (Environment Canada); however, the City of Toronto adds a 10% transmission loss to the NIR figure. Additionally, data is acquired from Toronto Hydro and Enbridge Gas on the electricity and natural gas consumption of the entire city, including residential, industrial, commercial, institutional etc... b. Transportation: Data are collected and standardized only for car and truck traffic through the City using four main sources: -truck traffic counts of over 2,000 intersections throughout the city from the City of Toronto’s Transportation Services Division -accumulated traffic count data from years 1987 to 2009 from the City of Toronto’s Transportation Services Division --a Canadian standard developed by a Canadian consultant The above traffic data is then used to calculate “vehicle kilometers traveled” (VKT) and emissions factors for vehicle types are applied to calculate total emissions from mobile sources. c. Waste: Tonnages of waste and approximate waste compositions are used in mass balance equations in the calculation of emissions from landfills.",Toronto,Canada,North America,"(43.653226, -79.3831843)"
467,New Taipei City Government,2016,18235086.0, 4.574 ,3986689.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",New Taipei ,Taiwan,East Asia,"(25.0111, 121.4458)"
96,City of Calgary,2015,18207232.0, 15.123 ,1203915.0,2016,This is the first year using this protocol. The inventory was completed to a BASIC level.,Calgary,Canada,North America,"(51.048615, -114.070846)"
321,City of Toronto,2016,18078458.0, 6.618 ,2731571.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Toronto,Canada,North America,"(43.653226, -79.3831843)"
100,City of Calgary,2019,18042522.0, 14.033 ,1285711.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Calgary,Canada,North America,"(51.048615, -114.070846)"
97,City of Calgary,2016,17679137.0, 14.314 ,1235055.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Calgary,Canada,North America,"(51.048615, -114.070846)"
255,City of Philadelphia,2014,17355479.0, 11.126 ,1559938.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Philadelphia,USA,North America,"(39.952335, -75.163789)"
466,New Taipei City Government,2014,17233924.0, 4.345 ,3966818.0,2016,"GHG Protocol is working to give cities the standards and tools they need to measure their emissions, build more effective emissions reduction strategies, set measurable and more ambitious emission reduction goals, and to track their progress more accurately and comprehensively.",New Taipei ,Taiwan,East Asia,"(25.0111, 121.4458)"
145,City of Edmonton,2014,16576702.0, 18.880 ,878000.0,2016,"Each year we manually collect empirical utility use information from the utilities for natural gas and electricity used within the geographic border of the City of Edmonton. This information is provided to us in various reporting categories such as residential, commercial and industrial. We are now receiving this information at the finest level of granularity that can be provided from the utilities. Propane fuel use for transportation is taken from Statistics Canada as recorded for the Province of Alberta, and then prorated according to the population of Edmonton compared to the population of Alberta. The diesel and gasoline use in litres is done in a similar fashion, but the information in this case is provided to us from the Alberta provincial government. The natural gas consumption in vehicles is received directly from the natural gas distributor. The conversion factors are derived from various sources: electricity grid intensity comes from Statistics Canada - this factor, is always two years behind the calendar year; natural gas and liquid fuels from US Environmental protection Agency, or Natural Resources Canada references, and the local utilities. The data is input manually each year into an excel spreadsheet model, and the conversion factors are checked for updates each year. Reports on the results are sent out on an as needed, customized basis.",Edmonton,Canada,North America,"(53.544389, -113.4909267)"
282,City of San Antonio,2014,16498864.0, 11.225 ,1469845.0,2017,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),San Antonio,USA,North America,"(29.4241, -98.4936)"
148,City of Edmonton,2018,15936756.0, 16.262 ,980000.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Edmonton,Canada,North America,"(53.544389, -113.4909267)"
257,City of Phoenix,2012,15895005.0, 10.341 ,1537058.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Phoenix,USA,North America,"(33.4484, -112.074)"
281,City of San Antonio,2013,15734762.0, 11.239 ,1400000.0,2016,,San Antonio,USA,North America,"(29.4241, -98.4936)"
259,City of Phoenix,2016,15447378.0, 9.304 ,1660272.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Phoenix,USA,North America,"(33.4484, -112.074)"
258,City of Phoenix,2016,15447037.0, 9.565 ,1615017.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Phoenix,USA,North America,"(33.4484, -112.074)"
147,City of Edmonton,2017,15411583.0, 16.223 ,950000.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Edmonton,Canada,North America,"(53.544389, -113.4909267)"
530,Taipei City Government,2014,14957404.0, 5.530 ,2704810.0,2016,Taipei city using GPC methodology to make City GHG inventory since 2014.,Taipei,Taiwan,East Asia,"(25.037525, 121.563782)"
256,City of Philadelphia,2016,14825395.0, 9.534 ,1555072.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Philadelphia,USA,North America,"(39.952335, -75.163789)"
283,City of San Antonio,2016,14770253.0, 10.049 ,1469845.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",San Antonio,USA,North America,"(29.4241, -98.4936)"
562,Ville de Montreal,2009,13722942.0, 7.274 ,1886481.0,2016,"2006 IPCC Guidelines for National Greenhouse Gas Inventories AND Guide d'inventaire des émissions de gaz à effet de serre d'un organisme municipal (MDDEP, 2009)",Montreal,Canada,North America,"(45.5086699, -73.5539925)"
65,City of Austin,2013,13700000.0, 15.424 ,888204.0,2016,,Austin,USA,North America,"(30.2672, -97.7431)"
526,Taichung City Government,2015,13668164.0, 4.970 ,2750000.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Taichung,Taiwan,East Asia,"(24.161859, 120.646967)"
146,City of Edmonton,2015,13357063.0, 14.958 ,893000.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Edmonton,Canada,North America,"(53.544389, -113.4909267)"
92,City of Buenos Aires,2015,13193864.0, 4.313 ,3059122.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Buenos Aires,Argentina,Latin America,"(-34.6037232, -58.3815931)"
91,City of Buenos Aires,2015,13113673.0, 4.537 ,2890151.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Buenos Aires,Argentina,Latin America,"(-34.6037232, -58.3815931)"
93,City of Buenos Aires,2016,13100079.0, 4.282 ,3059122.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Buenos Aires,Argentina,Latin America,"(-34.6037232, -58.3815931)"
66,City of Austin,2013,13001831.0, 14.244 ,912791.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Austin,USA,North America,"(30.2672, -97.7431)"
67,City of Austin,2016,12527277.0, 9.895 ,1265974.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Austin,USA,North America,"(30.2672, -97.7431)"
532,Taipei City Government,2016,12391612.0, 4.618 ,2683257.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Taipei,Taiwan,East Asia,"(25.037525, 121.563782)"
531,Taipei City Government,2015,12114538.0, 4.494 ,2695704.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Taipei,Taiwan,East Asia,"(25.037525, 121.563782)"
69,City of Austin,2018,11998240.0, 12.443 ,964254.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Austin,USA,North America,"(30.2672, -97.7431)"
118,City of Cleveland,2010,11889595.0, 29.963 ,396815.0,2016,"This inventory was assembled through the collection and analysis of data with City of Cleveland staff as well as other city stakeholders such as utilities, regional coordinating agencies, local organizations and large emitters. Associated GHG emissions for all activities were calculated using an approach consistent with the International Council for Local Environmental Initiatives (ICLEI) - U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI) as the main guiding document, with methodologies from The Climate Registry (TCR), the World Resources Institute (WRI), the Intergovernmental Panel on Climate Change (IPCC), and the U.S. Environmental Protection Agency (EPA) also referenced. Tools - Inventory Management System: Most of the calculations used to develop this inventory were carried out in an Information Management System (IMS), a Microsoft Excel-based spreadsheet that collects into one tool the original data, methodology applied, emission factors selected and a summary of GHG emission results. The IMS also provides charting, forecasting and benchmarking capabilities",Cleveland,USA,North America,"(41.4993, -81.6944)"
68,City of Austin,2017,11524547.0, 9.392 ,1227000.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Austin,USA,North America,"(30.2672, -97.7431)"
124,City of Columbus,2015,10983600.0, 13.139 ,835957.0,2016,Basic Reporting.,Columbus,USA,North America,"(39.9611755, -82.9987942)"
387,Greater Amman Municipality,2018,10955210.0, 2.883 ,3800000.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Amman ,Jordan,South and West Asia,"(31.945367, 35.928372)"
126,City of Columbus,2018,10848255.0, 12.154 ,892533.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Columbus,USA,North America,"(39.9611755, -82.9987942)"
125,City of Columbus,2017,10629141.0, 12.358 ,860090.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Columbus,USA,North America,"(39.9611755, -82.9987942)"
14,Auckland Council,2013,10472155.0, 6.671 ,1569900.0,2016,Version 1 (published in 2014),Auckland ,New Zealand,South Asia and Oceania,"(-36.815328, 174.741788)"
564,Ville de Montreal,2014,10384940.0, 5.347 ,1942044.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Montreal,Canada,North America,"(45.5086699, -73.5539925)"
20,Ayuntamiento de Madrid,2013,10257048.0, 3.249 ,3156572.0,2016,,Madrid,Spain,Europe,"(40.1076253, -3.3875673)"
565,Ville de Montreal,2015,10223546.0, 5.038 ,2029379.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Montreal,Canada,North America,"(45.5086699, -73.5539925)"
563,Ville de Montreal,2013,10197555.0, 5.203 ,1959987.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Montreal,Canada,North America,"(45.5086699, -73.5539925)"
23,Ayuntamiento de Madrid,2017,9738746.0, 2.982 ,3266126.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Madrid,Spain,Europe,"(40.1076253, -3.3875673)"
22,Ayuntamiento de Madrid,2016,9443598.0, 2.932 ,3221000.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Madrid,Spain,Europe,"(40.1076253, -3.3875673)"
21,Ayuntamiento de Madrid,2014,9236196.0, 2.917 ,3165883.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Madrid,Spain,Europe,"(40.1076253, -3.3875673)"
64,City of Atlanta,2015,9139286.0, 20.594 ,443775.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Atlanta,USA,North America,"(33.7489954, -84.3879824)"
